disease_OMIM_ID	disease_name	gene_symbol
615630	Short-rib thoracic dysplasia 10 with or without polydactyly	IFT172
615630	Short-rib thoracic dysplasia 10 with or without polydactyly	KIAA1179
615630	Short-rib thoracic dysplasia 10 with or without polydactyly	RP71
615630	Short-rib thoracic dysplasia 10 with or without polydactyly	SLB
615630	Short-rib thoracic dysplasia 10 with or without polydactyly	SRTD10
615631	$Dyserythropoietic anemia, congenital, type Ib$	C15orf41
615632	$Neuropathy, hereditary sensory, type IF$	ATL3
615632	$Neuropathy, hereditary sensory, type IF$	HSN1F
615633	Short-rib thoracic dysplasia 11 with or without polydactyly	SRTD11
615633	Short-rib thoracic dysplasia 11 with or without polydactyly	WDR34
615636	Joubert syndrome 21	CSPP
615636	Joubert syndrome 21	CSPP1
615636	Joubert syndrome 21	JBTS21
615637	$Mental retardation, autosomal recessive 41$	2E4
615637	$Mental retardation, autosomal recessive 41$	KPTN
615637	$Mental retardation, autosomal recessive 41$	MRT41
615643	Neurodegeneration with brain iron accumulation 6	COASY
615643	Neurodegeneration with brain iron accumulation 6	NBIA6
615651	Leukoencephalopathy with ataxia	CLCN2
615651	Leukoencephalopathy with ataxia	ECA2
615651	Leukoencephalopathy with ataxia	EGI11
615651	Leukoencephalopathy with ataxia	EGMA
615651	Leukoencephalopathy with ataxia	EJM8
615651	Leukoencephalopathy with ataxia	LKPAT
615658	$Spastic paraplegia 57, autosomal recessive$	HMSNP
615658	$Spastic paraplegia 57, autosomal recessive$	SPG57
615658	$Spastic paraplegia 57, autosomal recessive$	TFG
615663	Warburg micro syndrome 4	C20orf140
615663	Warburg micro syndrome 4	TBC1D20
615663	Warburg micro syndrome 4	WARBM4
615665	Joubert syndrome 22	JBTS22
615665	Joubert syndrome 22	PDE6D
615670	$Schwannomatosis-2, susceptibility to$	LZTR1
615670	$Schwannomatosis-2, susceptibility to$	NS10
615670	$Schwannomatosis-2, susceptibility to$	SWNTS2
615673	Myopathy with extrapyramidal signs	CBARA1
615673	Myopathy with extrapyramidal signs	MICU1
615673	Myopathy with extrapyramidal signs	MPXPS
615681	Spastic paraplegia 62	ERLIN1
615681	Spastic paraplegia 62	SPG62
615683	$Spastic paraplegia 64, autosomal recessive$	CD39
615683	$Spastic paraplegia 64, autosomal recessive$	ENTPD1
615683	$Spastic paraplegia 64, autosomal recessive$	SPG64
615685	$Spastic paraplegia 61, autosomal recessive$	ARL6IP1
615685	$Spastic paraplegia 61, autosomal recessive$	KIAA0069
615685	$Spastic paraplegia 61, autosomal recessive$	SPG61
615686	Spastic paraplegia 63	AMPD2
615686	Spastic paraplegia 63	PCH9
615686	Spastic paraplegia 63	SPG63
615688	$Polyarteritis nodosa, childhood-onset$	CECR1
615688	$Polyarteritis nodosa, childhood-onset$	PAN
615688	$Polyarteritis nodosa, childhood-onset$	SNEDS
615696	Dowling-Degos disease 4	C3orf9
615696	Dowling-Degos disease 4	CLP46
615696	Dowling-Degos disease 4	DDD4
615696	Dowling-Degos disease 4	KTELC1
615696	Dowling-Degos disease 4	LGMD2Z
615696	Dowling-Degos disease 4	POGLUT1
615696	Dowling-Degos disease 4	RUMI
615703	Morbid obesity and spermatogenic failure	C3orf34
615703	Morbid obesity and spermatogenic failure	CEP19
615703	Morbid obesity and spermatogenic failure	MOSPGF
615704	$Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis$	FAM111B
615704	$Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis$	POIKTMP
615705	$Spinocerebellar ataxia, autosomal recessive 15$	KIAA0226
615705	$Spinocerebellar ataxia, autosomal recessive 15$	RUBCN
615705	$Spinocerebellar ataxia, autosomal recessive 15$	RUBICON
615705	$Spinocerebellar ataxia, autosomal recessive 15$	SCAR15
615706	Auriculocondylar syndrome 3	ARCND3
615706	Auriculocondylar syndrome 3	EDN1
615706	Auriculocondylar syndrome 3	HDLCQ7
615706	Auriculocondylar syndrome 3	QME
615707	Immunodeficiency 20	CD16
615707	Immunodeficiency 20	FCGR3A
615707	Immunodeficiency 20	IGFR3
615707	Immunodeficiency 20	IMD20
615709	Sacral agenesis with vertebral anomalies	SAVA
615709	Sacral agenesis with vertebral anomalies	T
615709	Sacral agenesis with vertebral anomalies	TFT
615710	Mitchell-Riley syndrome	MTCHRS
615710	Mitchell-Riley syndrome	RFX6
615710	Mitchell-Riley syndrome	RFXDC1
615715	Bone marrow failure syndrome 2	BMFS2
615715	Bone marrow failure syndrome 2	ERCC6L2
615715	Bone marrow failure syndrome 2	RAD26L
615716	Hyperphosphatasia with mental retardation syndrome 4	CAB2
615716	Hyperphosphatasia with mental retardation syndrome 4	HPMRS4
615716	Hyperphosphatasia with mental retardation syndrome 4	MGC9753
615716	Hyperphosphatasia with mental retardation syndrome 4	PERLD1
615716	Hyperphosphatasia with mental retardation syndrome 4	PGAP3
615721	Renal hypodysplasia/aplasia 2	FGF20
615721	Renal hypodysplasia/aplasia 2	RHDA2
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	BBSOAS
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	EAR3
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	ERBAL3
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	NR2F1
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	TFCOUP1
615723	Premature ovarian failure 8	POF8
615723	Premature ovarian failure 8	STAG3
615724	Premature ovarian failure 9	HFM1
615724	Premature ovarian failure 9	MER3
615724	Premature ovarian failure 9	POF9
615725	Retinitis pigmentosa 68	KIAA1613
615725	Retinitis pigmentosa 68	RP68
615725	Retinitis pigmentosa 68	SLC7A14
615726	Pachyonychia congenita 3	KRT6A
615726	Pachyonychia congenita 3	PC3
615728	Pachyonychia congenita 4	KRT6B
615728	Pachyonychia congenita 4	PC4
615731	Nemaline myopathy 9	KBTBD10
615731	Nemaline myopathy 9	KLHL41
615731	Nemaline myopathy 9	NEM9
615731	Nemaline myopathy 9	SARCOSIN
615735	$Palmoplantar keratoderma, nonepidermolytic, focal or diffuse$	KRT6C
615735	$Palmoplantar keratoderma, nonepidermolytic, focal or diffuse$	PPKNEFD
615744	$Epileptic encephalopathy, early infantile, 19$	ECA4
615744	$Epileptic encephalopathy, early infantile, 19$	EIEE19
615744	$Epileptic encephalopathy, early infantile, 19$	EJM5
615744	$Epileptic encephalopathy, early infantile, 19$	GABRA1
615745	Atrial standstill 2	ANP
615745	Atrial standstill 2	ATFB6
615745	Atrial standstill 2	ATRST2
615745	Atrial standstill 2	NPPA
615745	Atrial standstill 2	PND
615749	$[Eculizumab, poor response to]$	C5
615749	$[Eculizumab, poor response to]$	C5D
615749	$[Eculizumab, poor response to]$	ECLZB
615750	Moyamoya 6 with achalasia	GUC1A3
615750	Moyamoya 6 with achalasia	GUCSA3
615750	Moyamoya 6 with achalasia	GUCY1A3
615750	Moyamoya 6 with achalasia	MYMY6
615751	Hyperammonemia due to carbonic anhydrase VA deficiency	CA5A
615751	Hyperammonemia due to carbonic anhydrase VA deficiency	CA5AD
615752	$Polymicrogyria, bilateral perisylvian$	ADGRG1
615752	$Polymicrogyria, bilateral perisylvian$	BFPP
615752	$Polymicrogyria, bilateral perisylvian$	BPPR
615752	$Polymicrogyria, bilateral perisylvian$	GPR56
615752	$Polymicrogyria, bilateral perisylvian$	TM7XN1
615758	Immunodeficiency 22	IMD22
615758	Immunodeficiency 22	LCK
615760	$Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy$	GLNRS
615760	$Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy$	MSCCA
615760	$Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy$	QARS
615761	$Mental retardation, autosomal dominant 23$	KIAA1757
615761	$Mental retardation, autosomal dominant 23$	SETD5
615763	$Cortical dysplasia, complex, with other brain malformations 5$	CDCBM5
615763	$Cortical dysplasia, complex, with other brain malformations 5$	TUBB2A
615767	$Immunodeficiency, common variable, 11$	CVID11
615767	$Immunodeficiency, common variable, 11$	IL21
615768	$Spinocerebellar ataxia, autosomal recessive 16$	CHIP
615768	$Spinocerebellar ataxia, autosomal recessive 16$	SCAR16
615768	$Spinocerebellar ataxia, autosomal recessive 16$	STUB1
615770	Atrial fibrillation 15	ATFB15
615770	Atrial fibrillation 15	KIAA0791
615770	Atrial fibrillation 15	NUP155
615771	$Cortical dysplasia, complex, with other brain malformations 6$	CDCBM6
615771	$Cortical dysplasia, complex, with other brain malformations 6$	CSCSC1
615771	$Cortical dysplasia, complex, with other brain malformations 6$	M40
615771	$Cortical dysplasia, complex, with other brain malformations 6$	TUBB
615771	$Cortical dysplasia, complex, with other brain malformations 6$	TUBB5
615774	Oocyte maturation defect 1	OOMD1
615774	Oocyte maturation defect 1	ZP1
615777	Desbuquois dysplasia 2	DBQD2
615777	Desbuquois dysplasia 2	XT1
615777	Desbuquois dysplasia 2	XYLT1
615779	$Congenital heart defects, multiple types, 4$	ARP1
615779	$Congenital heart defects, multiple types, 4$	CHTD4
615779	$Congenital heart defects, multiple types, 4$	NR2F2
615779	$Congenital heart defects, multiple types, 4$	TFCOUP2
615780	Retinitis pigmentosa 69	C20orf19
615780	Retinitis pigmentosa 69	KIZ
615780	Retinitis pigmentosa 69	KIZUNA
615780	Retinitis pigmentosa 69	RP69
615785	White sponge nevus 2	KRT13
615785	White sponge nevus 2	WSN2
615789	Short stature with microcephaly and distinctive facies	CRIPT
615789	Short stature with microcephaly and distinctive facies	SSMDF
615802	$Mental retardation, autosomal recessive 42$	MRT42
615802	$Mental retardation, autosomal recessive 42$	PGAP1
615803	$Pontocerebellar hypoplasia, type 10$	CLP1
615803	$Pontocerebellar hypoplasia, type 10$	HEAB
615803	$Pontocerebellar hypoplasia, type 10$	PCH10
615807	Seckel syndrome 8	DNA2
615807	Seckel syndrome 8	DNA2L
615807	Seckel syndrome 8	KIAA0083
615807	Seckel syndrome 8	PEOA6
615807	Seckel syndrome 8	SCKL8
615809	$Pontocerebellar hypoplasia, type 9$	AMPD2
615809	$Pontocerebellar hypoplasia, type 9$	PCH9
615809	$Pontocerebellar hypoplasia, type 9$	SPG63
615812	Abdominal obesity-metabolic syndrome 3	AOMS3
615812	Abdominal obesity-metabolic syndrome 3	DYRK1B
615812	Abdominal obesity-metabolic syndrome 3	MIRK
615816	Immunodeficiency 23	AGM1
615816	Immunodeficiency 23	IMD23
615816	Immunodeficiency 23	PGM3
615817	$Mental retardation, autosomal recessive 43$	KIAA1033
615817	$Mental retardation, autosomal recessive 43$	MRT43
615817	$Mental retardation, autosomal recessive 43$	SWIP
615821	$Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis$	DCWHKTA
615821	$Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis$	DSP
615821	$Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis$	KPPS2
615821	$Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis$	PPKS2
615824	$Mitochondrial complex III deficiency, nuclear type 7$	C6orf126
615824	$Mitochondrial complex III deficiency, nuclear type 7$	M19
615824	$Mitochondrial complex III deficiency, nuclear type 7$	UQCC2
615828	$Mental retardation, autosomal dominant 24$	DEAF1
615828	$Mental retardation, autosomal dominant 24$	MRD24
615828	$Mental retardation, autosomal dominant 24$	SPN
615828	$Mental retardation, autosomal dominant 24$	ZMYND5
615829	Xia-Gibbs syndrome	AHDC1
615829	Xia-Gibbs syndrome	MRD25
615830	$Cushing syndrome, ACTH-independent adrenal, somatic$	PRKACA
615833	$Epileptic encephalopathy, early infantile, 21$	EIEE21
615833	$Epileptic encephalopathy, early infantile, 21$	NECAP1
615834	$Mental retardation, autosomal dominant 26$	KIAA0442
615834	$Mental retardation, autosomal dominant 26$	MRD26
615837	$Deafness, autosomal recessive 101$	DFNB101
615837	$Deafness, autosomal recessive 101$	GRXCR2
615838	$Mitochondrial complex III deficiency, nuclear type 8$	LYRM7
615838	$Mitochondrial complex III deficiency, nuclear type 8$	MC3DN8
615838	$Mitochondrial complex III deficiency, nuclear type 8$	MZM1L
615841	Spermatogenic failure 13	SPGF13
615841	Spermatogenic failure 13	TAF2C2
615841	Spermatogenic failure 13	TAF4B
615841	Spermatogenic failure 13	TAFII105
615842	Spermatogenic failure 14	SPGF14
615842	Spermatogenic failure 14	ZMYND15
615846	Aicardi-Goutieres syndrome 7	AGS7
615846	Aicardi-Goutieres syndrome 7	IFIH1
615846	Aicardi-Goutieres syndrome 7	MDA5
615846	Aicardi-Goutieres syndrome 7	SGMRT1
615848	$Melanoma, cutaneous malignant, susceptibility to, 10$	CMM10
615848	$Melanoma, cutaneous malignant, susceptibility to, 10$	GLM9
615848	$Melanoma, cutaneous malignant, susceptibility to, 10$	POT1
615849	Culler-Jones syndrome	CJS
615849	Culler-Jones syndrome	GLI2
615849	Culler-Jones syndrome	HPE9
615851	$Pontocerebellar hypoplasia, type 2E$	HCCS1
615851	$Pontocerebellar hypoplasia, type 2E$	PCH2E
615851	$Pontocerebellar hypoplasia, type 2E$	VPS53
615859	$Epileptic encephalopathy, early infantile, 23$	DOCK7
615859	$Epileptic encephalopathy, early infantile, 23$	EIEE23
615859	$Epileptic encephalopathy, early infantile, 23$	KIAA1771
615860	Cone-rod dystrophy 19	CORD19
615860	Cone-rod dystrophy 19	KIAA0998
615860	Cone-rod dystrophy 19	STAMP
615860	Cone-rod dystrophy 19	TTLL5
615861	$Nephrotic syndrome, type 10$	EMP2
615861	$Nephrotic syndrome, type 10$	NPHS10
615862	Nephronophthisis 18	CCDC41
615862	Nephronophthisis 18	CEP83
615862	Nephronophthisis 18	NPHP18
615863	Diarrhea 7	ARGP1
615863	Diarrhea 7	DGAT1
615863	Diarrhea 7	DIAR7
615866	$Mental retardation, autosomal dominant, 27$	MRD27
615866	$Mental retardation, autosomal dominant, 27$	SOX11
615871	$Epileptic encephalopathy, early infantile, 24$	BCNG1
615871	$Epileptic encephalopathy, early infantile, 24$	EIEE24
615871	$Epileptic encephalopathy, early infantile, 24$	HCN1
615872	$Ciliary dyskinesia, primary, 29$	CCNO
615872	$Ciliary dyskinesia, primary, 29$	CILD29
615872	$Ciliary dyskinesia, primary, 29$	UNG2
615873	Helsmoortel-van der Aa syndrome	ADNP
615873	Helsmoortel-van der Aa syndrome	ADNP1
615873	Helsmoortel-van der Aa syndrome	HVDAS
615873	Helsmoortel-van der Aa syndrome	KIAA0784
615873	Helsmoortel-van der Aa syndrome	MRD28
615877	$Microphthalmia, syndromic 14$	MAB21L2
615877	$Microphthalmia, syndromic 14$	MCOPS14
615878	$Cholestasis, progressive familial intrahepatic 4$	PFIC4
615878	$Cholestasis, progressive familial intrahepatic 4$	TJP2
615878	$Cholestasis, progressive familial intrahepatic 4$	ZO2
615879	Tatton-Brown-Rahman syndrome	DNMT3A
615879	Tatton-Brown-Rahman syndrome	TBRS
615881	$Plasma triglyceride level QTL, low$	ANGPTL4
615881	$Plasma triglyceride level QTL, low$	FIAF
615881	$Plasma triglyceride level QTL, low$	HFARP
615881	$Plasma triglyceride level QTL, low$	PGAR
615881	$Plasma triglyceride level QTL, low$	TGQTL
615883	$Myopathy, tubular aggregate, 2$	CRACM1
615883	$Myopathy, tubular aggregate, 2$	IMD9
615883	$Myopathy, tubular aggregate, 2$	ORAI1
615883	$Myopathy, tubular aggregate, 2$	TAM2
615883	$Myopathy, tubular aggregate, 2$	TMEM142A
615885	Hypotrichosis 12	HYPT12
615885	Hypotrichosis 12	RPL21
615887	$Amelogenesis imperfecta, type IIA5$	AI2A5
615887	$Amelogenesis imperfecta, type IIA5$	NCKX4
615887	$Amelogenesis imperfecta, type IIA5$	SHEP6
615887	$Amelogenesis imperfecta, type IIA5$	SLC24A4
615888	$Bleeding disorder, platelet-type, 18$	CDC25L
615888	$Bleeding disorder, platelet-type, 18$	RASGRP2
615889	$Leukoencephalopathy, progressive, with ovarian failure$	AARS2
615889	$Leukoencephalopathy, progressive, with ovarian failure$	COXPD8
615889	$Leukoencephalopathy, progressive, with ovarian failure$	KIAA1270
615889	$Leukoencephalopathy, progressive, with ovarian failure$	LKENP
615889	$Leukoencephalopathy, progressive, with ovarian failure$	MTALARS
615895	Polyglucosan body myopathy 1 with or without immunodeficiency	HOIL1
615895	Polyglucosan body myopathy 1 with or without immunodeficiency	PBMEI
615895	Polyglucosan body myopathy 1 with or without immunodeficiency	PGBM1
615895	Polyglucosan body myopathy 1 with or without immunodeficiency	RBCK1
615896	Hypotrichosis 13	HYPT13
615896	Hypotrichosis 13	K6IRS1
615896	Hypotrichosis 13	KRT6IRS1
615896	Hypotrichosis 13	KRT71
615897	Immunodeficiency 24	CTPS
615897	Immunodeficiency 24	CTPS1
615897	Immunodeficiency 24	IMD24
615905	$Epileptic encephalopathy, early infantile, 25$	EIEE25
615905	$Epileptic encephalopathy, early infantile, 25$	NACT
615905	$Epileptic encephalopathy, early infantile, 25$	SLC13A5
615907	$Lymphedema, hereditary, ID$	LMPH1D
615907	$Lymphedema, hereditary, ID$	VEGFC
615907	$Lymphedema, hereditary, ID$	VRP
615909	Diamond-Blackfan anemia 13	DBA13
615909	Diamond-Blackfan anemia 13	RPS29
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	CHCHD10
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	FTDALS2
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	IMMD
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2	SMAJ
615916	$Cardiomyopathy, dilated, 1NN$	CMD1NN
615916	$Cardiomyopathy, dilated, 1NN$	CRAF
615916	$Cardiomyopathy, dilated, 1NN$	NS5
615916	$Cardiomyopathy, dilated, 1NN$	RAF1
615917	Combined oxidative phosphorylation deficiency 20	COXPD20
615917	Combined oxidative phosphorylation deficiency 20	KIAA1885
615917	Combined oxidative phosphorylation deficiency 20	VARS2
615918	Combined oxidative phosphorylation deficiency 21	COXPD21
615918	Combined oxidative phosphorylation deficiency 21	TARS2
615919	Ataxia-telangiectasia-like disorder	ATLD2
615919	Ataxia-telangiectasia-like disorder	PCNA
615922	Retinitis pigmentosa 70	HPRP4
615922	Retinitis pigmentosa 70	PRP4
615922	Retinitis pigmentosa 70	PRPF4
615922	Retinitis pigmentosa 70	RP70
615923	$Epiphyseal chondrodysplasia, Miura type$	AMDM
615923	$Epiphyseal chondrodysplasia, Miura type$	ANPRB
615923	$Epiphyseal chondrodysplasia, Miura type$	ECDM
615923	$Epiphyseal chondrodysplasia, Miura type$	NPR2
615923	$Epiphyseal chondrodysplasia, Miura type$	SNSK
615924	$Encephalopathy, progressive, with or without lipodystrophy$	BSCL2
615924	$Encephalopathy, progressive, with or without lipodystrophy$	HMN5
615924	$Encephalopathy, progressive, with or without lipodystrophy$	PELD
615924	$Encephalopathy, progressive, with or without lipodystrophy$	SPG17
615925	$Growth hormone deficiency, isolated partial$	GHDP
615925	$Growth hormone deficiency, isolated partial$	GHSR
615926	Webb-Dattani syndrome	ARNT2
615926	Webb-Dattani syndrome	WEDAS
615934	$STING-associated vasculopathy, infantile-onset$	MPYS
615934	$STING-associated vasculopathy, infantile-onset$	SAVI
615934	$STING-associated vasculopathy, infantile-onset$	STING
615934	$STING-associated vasculopathy, infantile-onset$	TMEM173
615935	Pancreatic agenesis 2	PACA
615935	Pancreatic agenesis 2	PAGEN2
615935	Pancreatic agenesis 2	PTF1A
615937	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	AKT3
615937	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	MPPH2
615937	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2	PKBG
615938	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	CCND2
615938	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	MPPH3
615942	$Mental retardation, autosomal recessive 44$	C17orf95
615942	$Mental retardation, autosomal recessive 44$	METTL23
615942	$Mental retardation, autosomal recessive 44$	MRT44
615946	$Myopia 24, autosomal dominant$	MYP24
615946	$Myopia 24, autosomal dominant$	SLC39A5
615947	$Hyperlipoproteinemia, type 1D$	GPIHBP1
615947	$Hyperlipoproteinemia, type 1D$	HYPL1D
615948	Orofaciodigital syndrome XIV	C2CD3
615948	Orofaciodigital syndrome XIV	OFD14
615952	$Autoimmune disease, multisystem, infantile-onset, 1$	ADMIO1
615952	$Autoimmune disease, multisystem, infantile-onset, 1$	APRF
615952	$Autoimmune disease, multisystem, infantile-onset, 1$	HIES
615952	$Autoimmune disease, multisystem, infantile-onset, 1$	STAT3
615953	$[Kallikrein, decreased urinary activity of]$	KLK1
615953	$[Kallikrein, decreased urinary activity of]$	KLKR
615954	ACTH-independent macronodular adrenal hyperplasia 2	AIMAH2
615954	ACTH-independent macronodular adrenal hyperplasia 2	ARMC5
615957	Spinocerebellar ataxia 38	ELOVL5
615957	Spinocerebellar ataxia 38	HELO1
615957	Spinocerebellar ataxia 38	SCA38
615959	Centronuclear myopathy 5	APEG1
615959	Centronuclear myopathy 5	CNM5
615959	Centronuclear myopathy 5	SPEG
615960	Poretti-Boltshauser syndrome	LAMA1
615960	Poretti-Boltshauser syndrome	PTBHS
615961	$Acid-labile subunit, deficiency of$	ACLSD
615961	$Acid-labile subunit, deficiency of$	ALS
615961	$Acid-labile subunit, deficiency of$	IGFALS
615962	Glucocorticoid resistance	GCR
615962	Glucocorticoid resistance	GCRST
615962	Glucocorticoid resistance	GRL
615962	Glucocorticoid resistance	NR3C1
615963	Vesicoureteral reflux 8	EDS3
615963	Vesicoureteral reflux 8	TNX
615963	Vesicoureteral reflux 8	TNXB
615963	Vesicoureteral reflux 8	TNXB1
615963	Vesicoureteral reflux 8	TNXB2
615963	Vesicoureteral reflux 8	TNXBS
615963	Vesicoureteral reflux 8	VUR8
615966	$Immunodeficiency 26, with or without neurologic abnormalities$	DNPK1
615966	$Immunodeficiency 26, with or without neurologic abnormalities$	HYRC1
615966	$Immunodeficiency 26, with or without neurologic abnormalities$	IMD26
615966	$Immunodeficiency 26, with or without neurologic abnormalities$	PRKDC
615969	Alpha-fetoprotein deficiency	AFP
615969	Alpha-fetoprotein deficiency	AFPD
615969	Alpha-fetoprotein deficiency	HPAFP
615970	[Hereditary persistence of alpha-fetoprotein]	AFP
615970	[Hereditary persistence of alpha-fetoprotein]	AFPD
615970	[Hereditary persistence of alpha-fetoprotein]	HPAFP
615972	Nanophthalmos 4	NNO4
615972	Nanophthalmos 4	TMEM98
615973	Cone-rod dystrophy 20	CORD20
615973	Cone-rod dystrophy 20	PIX1
615973	Cone-rod dystrophy 20	POC1B
615974	$Deafness, autosomal recessive 102$	DFNB102
615974	$Deafness, autosomal recessive 102$	EPS8
615978	$Immunodeficiency 27B, mycobacteriosis, AD$	IFNGR1
615978	$Immunodeficiency 27B, mycobacteriosis, AD$	IMD27A
615978	$Immunodeficiency 27B, mycobacteriosis, AD$	IMD27B
615979	$Mental retardation, autosomal recessive 45$	FBX14
615979	$Mental retardation, autosomal recessive 45$	FBX31
615979	$Mental retardation, autosomal recessive 45$	FBXO14
615979	$Mental retardation, autosomal recessive 45$	FBXO31
615979	$Mental retardation, autosomal recessive 45$	MRT45
615980	$Lipodystrophy, familial partial, type 6$	FPLD6
615980	$Lipodystrophy, familial partial, type 6$	LHS
615980	$Lipodystrophy, familial partial, type 6$	LIPE
615981	Bardet-Biedl syndrome 2	BBS2
615981	Bardet-Biedl syndrome 2	RP74
615982	Bardet-Biedl syndrome 4	BBS4
615983	Bardet-Biedl syndrome 5	BBS5
615984	Bardet-Biedl syndrome 7	BBS7
615985	Bardet-Biedl syndrome 8	BBS8
615985	Bardet-Biedl syndrome 8	RP51
615985	Bardet-Biedl syndrome 8	TTC8
615986	Bardet-Biedl syndrome 9	BBS9
615986	Bardet-Biedl syndrome 9	PTHB1
615987	Bardet-Biedl syndrome 10	BBS10
615987	Bardet-Biedl syndrome 10	C12orf58
615987	Bardet-Biedl syndrome 10	FLJ23560
615988	Bardet-Biedl syndrome 11	BBS11
615988	Bardet-Biedl syndrome 11	HT2A
615988	Bardet-Biedl syndrome 11	LGMD2H
615988	Bardet-Biedl syndrome 11	TRIM32
615989	Bardet-Biedl syndrome 12	BBS12
615989	Bardet-Biedl syndrome 12	C4orf24
615989	Bardet-Biedl syndrome 12	FLJ35630
615990	Bardet-Biedl syndrome 13	BBS13
615990	Bardet-Biedl syndrome 13	JBTS28
615990	Bardet-Biedl syndrome 13	MKS
615990	Bardet-Biedl syndrome 13	MKS1
615991	Bardet-Biedl syndrome 14	3H11AG
615991	Bardet-Biedl syndrome 14	BBS14
615991	Bardet-Biedl syndrome 14	CEP290
615991	Bardet-Biedl syndrome 14	JBTS5
615991	Bardet-Biedl syndrome 14	JBTS6
615991	Bardet-Biedl syndrome 14	KIAA0373
615991	Bardet-Biedl syndrome 14	LCA10
615991	Bardet-Biedl syndrome 14	MKS3
615991	Bardet-Biedl syndrome 14	NPHP11
615991	Bardet-Biedl syndrome 14	SLSN6
615991	Bardet-Biedl syndrome 14	TMEM67
615992	Bardet-Biedl syndrome 15	BBS15
615992	Bardet-Biedl syndrome 15	C2orf86
615992	Bardet-Biedl syndrome 15	CHDTHP
615992	Bardet-Biedl syndrome 15	WDPCP
615993	Bardet-Biedl syndrome 16	BBS16
615993	Bardet-Biedl syndrome 16	CCCAP
615993	Bardet-Biedl syndrome 16	SDCCAG8
615993	Bardet-Biedl syndrome 16	SLSN7
615994	Bardet-Biedl syndrome 17	BBS17
615994	Bardet-Biedl syndrome 17	LZTFL1
615995	Bardet-Biedl syndrome 18	BBIP1
615995	Bardet-Biedl syndrome 18	BBIP10
615995	Bardet-Biedl syndrome 18	BBS18
615995	Bardet-Biedl syndrome 18	NCRNA00081
615996	Bardet-Biedl syndrome 19	BBS19
615996	Bardet-Biedl syndrome 19	IFT27
615996	Bardet-Biedl syndrome 19	RABL4
615999	[Dysalbuminemic hyperthyroxinemia]	ALB
615999	[Dysalbuminemic hyperthyroxinemia]	ANALBA
615999	[Dysalbuminemic hyperthyroxinemia]	FDAH
616000	Analbuminemia	ALB
616000	Analbuminemia	ANALBA
616000	Analbuminemia	FDAH
616001	$Breasts and/or nipples, aplasia or hypoplasia of, 2$	BNAH2
616001	$Breasts and/or nipples, aplasia or hypoplasia of, 2$	LAR
616001	$Breasts and/or nipples, aplasia or hypoplasia of, 2$	PTPRF
616002	$Glomerulosclerosis, focal segmental, 7$	FSGS7
616002	$Glomerulosclerosis, focal segmental, 7$	PAPRS
616002	$Glomerulosclerosis, focal segmental, 7$	PAX2
616004	Hypodysfibrinogenemia	FGA
616004	Hypodysfibrinogenemia	FGB
616004	Hypodysfibrinogenemia	FGG
616005	Immunodeficiency 36	AGM7
616005	Immunodeficiency 36	GRB1
616005	Immunodeficiency 36	IMD36
616005	Immunodeficiency 36	PIK3R1
616005	Immunodeficiency 36	SHORT
616006	Hennekam lymphangiectasia-lymphedema syndrome 2	FAT4
616006	Hennekam lymphangiectasia-lymphedema syndrome 2	HKLLS2
616006	Hennekam lymphangiectasia-lymphedema syndrome 2	VMLDS2
616007	$Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia$	CAGSSS
616007	$Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia$	IARS2
616022	$Neutropenia, severe congenital, 6, autosomal recessive$	JAGN1
616022	$Neutropenia, severe congenital, 6, autosomal recessive$	SCN6
616025	Hyperphosphatasia with mental retardation syndrome 5	HPMRS5
616025	Hyperphosphatasia with mental retardation syndrome 5	PIGW
616026	$Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young$	FRTS4
