disease_OMIM_ID	disease_name
615107	Cowden syndrome 4
615108	Cowden syndrome 5
615109	Cowden syndrome 6
615112	Urofacial syndrome 2
615113	$Microphthalmia, isolated 8$
615119	$Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2$
615120	$Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects$
615122	Lymphoproliferative syndrome 2
615134	$Melanoma, cutaneous malignant, 9$
615135	$Maple syrup urine disease, mild variant$
615139	FILS syndrome
615145	$Microphthalmia, isolated, with coloboma 9$
615147	$Retinal dystrophy, iris coloboma, and comedogenic acne syndrome$
615155	Steel syndrome
615156	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6$
615157	$Mitochondrial complex III deficiency, nuclear type 2$
615158	$Mitochondrial complex III deficiency, nuclear type 3$
615159	$Mitochondrial complex III deficiency, nuclear type 4$
615160	$Mitochondrial complex III deficiency, nuclear type 5$
615179	$Albinism, oculocutaneous, type VII$
615181	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11$
615182	Combined D-2- and L-2-hydroxyglutaric aciduria
615184	$Cardiomyopathy, dilated, 1II$
615185	$Charcot-Marie-Tooth disease, dominant intermediate F$
615188	$Cataract 39, multiple types, autosomal dominant$
615190	$Dyskeratosis congenita, autosomal dominant 4$
615191	Lissencephaly 5
615193	$Bleeding disorder, platelet-type, 15$
615206	Immunodeficiency 11
615207	$Immunodeficiency, primary, autosomal recessive, IL21R-related$
615214	$Agammaglobulinemia 7, autosomal recessive$
615217	Ataxia-oculomotor apraxia 3
615219	$Hydrocephalus, nonsyndromic, autosomal recessive 2$
615220	$Osteogenesis imperfecta, type XV$
615221	$Osteoporosis, early-onset, susceptibility to, autosomal dominant$
615222	Smith-McCort dysplasia 2
615224	$Advanced sleep-phase syndrome, familial, 2$
615226	$Polydactyly, postaxial, type A6$
615228	$Mitochondrial complex (ATP synthase) deficiency, nuclear type 4$
615232	Schizophrenia susceptibility 18
615233	Retinitis pigmentosa 66
615234	$Anemia, hypochromic microcytic, with iron overload 2$
615235	$Cardiomyopathy, dilated, 1JJ$
615237	Congenital short bowel syndrome
615238	$Lipodystrophy, familial partial, type 5$
615244	$Nephrotic syndrome, type 8$
615248	$Cardiomyopathy, familial restrictive, 4$
615249	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12$
615255	$Palmoplantar carcinoma, multiple self-healing$
615264	$[Blood group, Vel system]$
615266	Hypogonadotropic hypogonadism 17 with or without anosmia
615267	Hypogonadotropic hypogonadism 18 with or without anosmia
615268	$Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4$
615269	Hypogonadotropic hypogonadism 19 with or without anosmia
615270	Hypogonadotropic hypogonadism 20 with or without anosmia
615271	Hypogonadotropic hypogonadism 21 with anosmia
615272	$Fanconi anemia, complementation group Q$
615273	Congenital disorder of deglycosylation
615274	$Cataract 15, multiple types$
615277	$Cataract 19, multiple types$
615278	Cardiofaciocutaneous syndrome 2
615279	Cardiofaciocutaneous syndrome 3
615280	Cardiofaciocutaneous syndrome 4
615281	Hypomyelination with brainstem and spinal cord involvement and leg spasticity
615282	$Cortical dysplasia, complex, with other brain malformations 2$
615284	$Charcot-Marie-Tooth disease, type 4B3$
615285	$Neutropenia, severe congenital, 5, autosomal recessive$
615286	$Mental retardation, autosomal recessive 36$
615287	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13$
615290	$Spinal muscular atrophy, lower extremity-predominant, 2, AD$
615293	$Myofibromatosis, infantile 2$
615294	$Ciliary dyskinesia, primary, 21$
615297	Adams-Oliver syndrome 4
615298	$Symphalangism, proximal, 1B$
615300	Perrault syndrome 4
615311	$Bone mineral density, low, susceptibility to$
615314	Craniosynostosis 3
615325	$Muscular dystrophy, limb-girdle, type 2R$
615327	Dowling-Degos disease 2
615328	Shaheen syndrome
615330	Multiple mitochondrial dysfunctions syndrome 3
615338	$Epileptic encephalopathy, early infantile, 16$
615342	$Pulmonary hypertension, primary, 2$
615343	$Pulmonary hypertension, primary, 3$
615344	$Pulmonary hypertension, primary, 4$
615346	$Precocious puberty, central, 2$
615348	$Nemaline myopathy 8, autosomal recessive$
615349	$Ehlers-Danlos syndrome, progeroid type, 2$
615350	$Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14$
615351	$Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14$
615352	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14$
615355	Noonan syndrome 8
615356	$Muscular dystrophy, limb-girdle, type 2S$
615360	Leber congenital amaurosis 17
615361	$Hypocalcemia, autosomal dominant 2$
615362	$Ceroid lipofuscinosis, neuronal, 13, Kufs type$
615363	Estrogen resistance
615368	Lethal congenital contracture syndrome 5
615369	$Epileptic encephalopathy, childhood-onset$
615371	$Pulmonary hypertension, neonatal, susceptibility to$
615373	$Cardiomyopathy, dilated, 1LL$
615374	Cone-rod dystrophy 18
615376	$Charcot-Marie-Tooth disease, recessive intermediate C$
615377	$Atrial fibrillation, familial, 13$
615378	$Atrial fibrillation, familial, 14$
615381	$Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome$
615382	Nephronophthisis 16
615386	$Spinocerebellar ataxia, autosomal recessive 14$
615387	$Immunodeficiency 7, TCR-alpha/beta deficient$
615395	Combined oxidative phosphorylation deficiency 16
615396	Left ventricular noncompaction 10
615397	Meckel syndrome 11
615398	Multiple congenital anomalies-hypotonia-seizures syndrome 3
615399	Paroxysmal nocturnal hemoglobinuria 2
615400	$Epilepsy, myoclonic, familial adult, 5$
615401	Immunodeficiency 8
615402	Dyschromatosis universalis hereditaria 3
615411	$Cortical dysplasia, complex, with other brain malformations 3$
615412	$Cortical dysplasia, complex, with other brain malformations 4$
615413	Spermatogenic failure 12
615414	$Microcephaly 11, primary, autosomal recessive$
615415	Renal-hepatic-pancreatic dysplasia 2
615418	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR
615419	$Hypotonia, infantile, with psychomotor retardation and characteristic facies 1$
615420	$Myopia 22, autosomal dominant$
615422	Inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2
615424	Inclusion body myopathy with early-onset Paget disease without frontotemporal dementia 3
615425	$Epidermolysis bullosa simplex, autosomal recessive 2$
615426	Amyotrophic lateral sclerosis 20
615429	$Deafness, autosomal recessive 88$
615431	$Myopia 23, autosomal recessive$
615432	Specific language impairment 5
615434	Retinitis pigmentosa with or without situs inversus
615436	$Aortic aneurysm, familial thoracic 8$
615438	Infantile liver failure syndrome 1
615439	$Macular degeneration, age-related, 13, susceptibility to$
615440	Combined oxidative phosphorylation deficiency 17
615441	$Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness$
615444	$Ciliary dyskinesia, primary, 22$
615451	$Ciliary dyskinesia, primary, 23$
615453	$Mitochondrial complex III deficiency, nuclear type 6$
615457	$Obesity, susceptibility to, BMIQ18$
615458	$Microcornea, myopic chorioretinal atrophy, and telecanthus$
615465	Hartsfield syndrome
615468	Immunodeficiency 12
615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)
615473	$Epileptic encephalopathy, early infantile, 17$
615474	$Primary aldosteronism, seizures, and neurologic abnormalities$
615476	$Epileptic encephalopathy, early infantile, 18$
615481	$Ciliary dyskinesia, primary, 24$
615482	$Ciliary dyskinesia, primary, 25$
615483	$Basal ganglia calcification, idiopathic, 5$
615485	Bainbridge-Ropers syndrome
615486	Interstitial lung and liver disease
615489	$Macular degeneration, age-related, 14, reduced risk of$
615490	$Charcot-Marie-Tooth disease, type 2R$
615491	$Spastic paraplegia 79, autosomal recessive$
615493	$Mental retardation, autosomal recessive, 37$
615500	$Ciliary dyskinesia, primary, 26$
615501	Molybdenum cofactor deficiency C
615502	$Mental retardation, autosomal dominant 21$
615503	Short-rib thoracic dysplasia 8 with or without polydactyly
615504	$Ciliary dyskinesia, primary, 27$
615505	$Ciliary dyskinesia, primary, 28$
615506	$Telangiectasia, hereditary hemorrhagic, type 5$
615508	$Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE$
615510	$Alacrima, achalasia, and mental retardation syndrome$
615511	Myopathy due to myoadenylate deaminase deficiency
615512	Hemolytic anemia due to triosephosphate isomerase deficiency
615513	Immunodeficiency 14
615515	Amyotrophic lateral sclerosis 19
615516	$Mental retardation, autosomal recessive 38$
615517	$Hemochromatosis, type 5$
615518	Immunodeficiency 13
615522	Cole disease
615523	$Corneal dystrophy, Fuchs endothelial, 8$
615524	$Microphthalmia, syndromic 12$
615527	$Candidiasis, familial, 8$
615528	$Parkinson disease 19b, early-onset$
615529	$Craniosynostosis 5, susceptibility to$
615530	$Parkinson disease 20, early-onset$
615537	Reticulate acropigmentation of Kitamura
615538	Chromosome 22q13 duplication syndrome
615539	$Ehlers-Danlos syndrome, musculocontractural type 2$
615540	$Deafness, autosomal recessive 76$
615541	$Mental retardation, autosomal recessive 39$
615542	Testicular anomalies with or without congenital heart disease
615544	Periventricular nodular heterotopia 6
615545	$Leukemia, acute lymphoblastic, susceptibility to, 3$
615546	Van Maldergem syndrome 2
615547	Schaaf-Yang syndrome
615548	$Neuropathy, hereditary sensory and autonomic, type VII$
615550	Diamond-Blackfan anemia 12
615551	$Episodic pain syndrome, familial, 2$
615552	$Episodic pain syndrome, familial, 3$
615553	$Arthrogryposis, mental retardation, and seizures$
615554	Multiple fibroadenomas of the breast
615555	Hyperprolactinemia
615557	$Melioidosis, susceptibility to$
615558	Hypobetalipoproteinemia
615559	$Autoimmune lymphoproliferative syndrome, type III$
615560	Otofaciocervical syndrome 2
615561	Complement factor B deficiency
615565	Retinitis pigmentosa 67
615573	$Nephrotic syndrome, type 9$
615574	Asparagine synthetase deficiency
615575	$Neuronopathy, distal hereditary motor, type IID$
615577	$Immunodeficiency, common variable, 10$
615578	Combined oxidative phosphorylation deficiency 18
615582	Loeys-Dietz syndrome 5
615583	Verheij syndrome
615590	$Alzheimer disease 18, susceptibility to$
615591	$Macular degeneration, age-related, 15, susceptibility to$
615592	Immunodeficiency 15
615593	Immunodeficiency 16
615595	Combined oxidative phosphorylation deficiency 19
615596	$Congenital disorder of glycosylation, type Iw$
615597	$Congenital disorder of glycosylation, type Ix$
615598	$Palmoplantar keratoderma, Nagashima type$
615599	$Mental retardation, autosomal recessive 40$
615602	$[Memory, enhanced, QTL]$
615604	$L-ferritin deficiency, dominant and recessive$
615605	Fanconi renotubular syndrome 3
615607	$Immunodeficiency 17, CD3 gamma deficient$
615615	$Immunodeficiency 18, SCID variant$
615616	$Arrhythmogenic right ventricular dysplasia, familial, 13$
615617	Immunodeficiency 19
615625	$Spastic paraplegia 72, autosomal dominant$
615629	$Deafness, autosomal dominant 56$
615630	Short-rib thoracic dysplasia 10 with or without polydactyly
615631	$Dyserythropoietic anemia, congenital, type Ib$
615632	$Neuropathy, hereditary sensory, type IF$
615633	Short-rib thoracic dysplasia 11 with or without polydactyly
615636	Joubert syndrome 21
615637	$Mental retardation, autosomal recessive 41$
615643	Neurodegeneration with brain iron accumulation 6
615651	Leukoencephalopathy with ataxia
615658	$Spastic paraplegia 57, autosomal recessive$
615663	Warburg micro syndrome 4
615665	Joubert syndrome 22
615670	$Schwannomatosis-2, susceptibility to$
615673	Myopathy with extrapyramidal signs
615681	Spastic paraplegia 62
615683	$Spastic paraplegia 64, autosomal recessive$
615685	$Spastic paraplegia 61, autosomal recessive$
615686	Spastic paraplegia 63
615688	$Polyarteritis nodosa, childhood-onset$
615696	Dowling-Degos disease 4
615703	Morbid obesity and spermatogenic failure
615704	$Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis$
615705	$Spinocerebellar ataxia, autosomal recessive 15$
615706	Auriculocondylar syndrome 3
615707	Immunodeficiency 20
615709	Sacral agenesis with vertebral anomalies
615710	Mitchell-Riley syndrome
615715	Bone marrow failure syndrome 2
615716	Hyperphosphatasia with mental retardation syndrome 4
615721	Renal hypodysplasia/aplasia 2
615722	Bosch-Boonstra-Schaaf optic atrophy syndrome
615723	Premature ovarian failure 8
615724	Premature ovarian failure 9
615725	Retinitis pigmentosa 68
615726	Pachyonychia congenita 3
615728	Pachyonychia congenita 4
615731	Nemaline myopathy 9
615735	$Palmoplantar keratoderma, nonepidermolytic, focal or diffuse$
615744	$Epileptic encephalopathy, early infantile, 19$
615745	Atrial standstill 2
615749	$[Eculizumab, poor response to]$
615750	Moyamoya 6 with achalasia
615751	Hyperammonemia due to carbonic anhydrase VA deficiency
615752	$Polymicrogyria, bilateral perisylvian$
615758	Immunodeficiency 22
615760	$Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy$
615761	$Mental retardation, autosomal dominant 23$
615763	$Cortical dysplasia, complex, with other brain malformations 5$
615767	$Immunodeficiency, common variable, 11$
615768	$Spinocerebellar ataxia, autosomal recessive 16$
615770	Atrial fibrillation 15
615771	$Cortical dysplasia, complex, with other brain malformations 6$
615774	Oocyte maturation defect 1
615777	Desbuquois dysplasia 2
615779	$Congenital heart defects, multiple types, 4$
615780	Retinitis pigmentosa 69
615785	White sponge nevus 2
615789	Short stature with microcephaly and distinctive facies
615802	$Mental retardation, autosomal recessive 42$
615803	$Pontocerebellar hypoplasia, type 10$
615807	Seckel syndrome 8
615809	$Pontocerebellar hypoplasia, type 9$
615812	Abdominal obesity-metabolic syndrome 3
615816	Immunodeficiency 23
615817	$Mental retardation, autosomal recessive 43$
615821	$Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis$
615824	$Mitochondrial complex III deficiency, nuclear type 7$
615828	$Mental retardation, autosomal dominant 24$
615829	Xia-Gibbs syndrome
615830	$Cushing syndrome, ACTH-independent adrenal, somatic$
615833	$Epileptic encephalopathy, early infantile, 21$
615834	$Mental retardation, autosomal dominant 26$
615837	$Deafness, autosomal recessive 101$
615838	$Mitochondrial complex III deficiency, nuclear type 8$
615841	Spermatogenic failure 13
615842	Spermatogenic failure 14
615846	Aicardi-Goutieres syndrome 7
615848	$Melanoma, cutaneous malignant, susceptibility to, 10$
615849	Culler-Jones syndrome
615851	$Pontocerebellar hypoplasia, type 2E$
615859	$Epileptic encephalopathy, early infantile, 23$
615860	Cone-rod dystrophy 19
615861	$Nephrotic syndrome, type 10$
615862	Nephronophthisis 18
615863	Diarrhea 7
615866	$Mental retardation, autosomal dominant, 27$
615871	$Epileptic encephalopathy, early infantile, 24$
615872	$Ciliary dyskinesia, primary, 29$
615873	Helsmoortel-van der Aa syndrome
615877	$Microphthalmia, syndromic 14$
615878	$Cholestasis, progressive familial intrahepatic 4$
615879	Tatton-Brown-Rahman syndrome
615881	$Plasma triglyceride level QTL, low$
615883	$Myopathy, tubular aggregate, 2$
615885	Hypotrichosis 12
615887	$Amelogenesis imperfecta, type IIA5$
615888	$Bleeding disorder, platelet-type, 18$
615889	$Leukoencephalopathy, progressive, with ovarian failure$
615895	Polyglucosan body myopathy 1 with or without immunodeficiency
615896	Hypotrichosis 13
615897	Immunodeficiency 24
615905	$Epileptic encephalopathy, early infantile, 25$
615907	$Lymphedema, hereditary, ID$
615909	Diamond-Blackfan anemia 13
615911	Frontotemporal dementia and/or amyotrophic lateral sclerosis 2
615916	$Cardiomyopathy, dilated, 1NN$
615917	Combined oxidative phosphorylation deficiency 20
615918	Combined oxidative phosphorylation deficiency 21
615919	Ataxia-telangiectasia-like disorder
615922	Retinitis pigmentosa 70
615923	$Epiphyseal chondrodysplasia, Miura type$
615924	$Encephalopathy, progressive, with or without lipodystrophy$
615925	$Growth hormone deficiency, isolated partial$
615926	Webb-Dattani syndrome
615934	$STING-associated vasculopathy, infantile-onset$
615935	Pancreatic agenesis 2
615937	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2
615938	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3
615942	$Mental retardation, autosomal recessive 44$
615946	$Myopia 24, autosomal dominant$
615947	$Hyperlipoproteinemia, type 1D$
615948	Orofaciodigital syndrome XIV
615952	$Autoimmune disease, multisystem, infantile-onset, 1$
615953	$[Kallikrein, decreased urinary activity of]$
615954	ACTH-independent macronodular adrenal hyperplasia 2
615957	Spinocerebellar ataxia 38
615959	Centronuclear myopathy 5
615960	Poretti-Boltshauser syndrome
615961	$Acid-labile subunit, deficiency of$
615962	Glucocorticoid resistance
615963	Vesicoureteral reflux 8
615966	$Immunodeficiency 26, with or without neurologic abnormalities$
615969	Alpha-fetoprotein deficiency
615970	[Hereditary persistence of alpha-fetoprotein]
615972	Nanophthalmos 4
615973	Cone-rod dystrophy 20
615974	$Deafness, autosomal recessive 102$
615978	$Immunodeficiency 27B, mycobacteriosis, AD$
615979	$Mental retardation, autosomal recessive 45$
615980	$Lipodystrophy, familial partial, type 6$
615981	Bardet-Biedl syndrome 2
615982	Bardet-Biedl syndrome 4
615983	Bardet-Biedl syndrome 5
615984	Bardet-Biedl syndrome 7
615985	Bardet-Biedl syndrome 8
615986	Bardet-Biedl syndrome 9
615987	Bardet-Biedl syndrome 10
615988	Bardet-Biedl syndrome 11
615989	Bardet-Biedl syndrome 12
615990	Bardet-Biedl syndrome 13
615991	Bardet-Biedl syndrome 14
615992	Bardet-Biedl syndrome 15
615993	Bardet-Biedl syndrome 16
615994	Bardet-Biedl syndrome 17
615995	Bardet-Biedl syndrome 18
615996	Bardet-Biedl syndrome 19
615999	[Dysalbuminemic hyperthyroxinemia]
616000	Analbuminemia
616001	$Breasts and/or nipples, aplasia or hypoplasia of, 2$
616002	$Glomerulosclerosis, focal segmental, 7$
616004	Hypodysfibrinogenemia
616005	Immunodeficiency 36
616006	Hennekam lymphangiectasia-lymphedema syndrome 2
616007	$Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia$
616022	$Neutropenia, severe congenital, 6, autosomal recessive$
616025	Hyperphosphatasia with mental retardation syndrome 5
616026	$Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young$
616028	Adams-Oliver syndrome 5
616029	Ectodermal dysplasia/short stature syndrome
616030	$Hypogonadotropic hypogonadism 22, with or without anosmia$
616032	Focal segmental glomerulosclerosis 8
616033	$Microcephaly, short stature, and impaired glucose metabolism 1$
616034	$2,4-dienoyl-CoA reductase deficiency$
616037	$Ciliary dyskinesia, primary, 30$
616038	Neu-Laxova syndrome 2
616039	$Charcot-Marie-Tooth disease, recessive intermediate D$
616040	$Myasthenic syndrome, congenital, 7, presynaptic$
616042	$Deafness, autosomal recessive 103$
616044	$Deafness, autosomal dominant 65$
616045	Combined oxidative phosphorylation deficiency 22
616050	Autoinflammation with infantile enterocolitis
616051	$Microcephaly 13, primary, autosomal recessive$
616052	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7$
616053	Spinocerebellar ataxia 40
616056	$Epileptic encephalopathy, early infantile, 26$
616059	Mirror movements 3
616060	$[Blood group, Dombrock]$
616063	$Porokeratosis 8, disseminated superficial actinic type$
616067	46XY sex reversal 9
616069	$Inflammatory skin and bowel disease, neonatal, 2$
616078	$Mental retardation, autosomal dominant 29$
616079	Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities
616080	$Microcephaly 12, primary, autosomal recessive$
616081	$Pontocerebellar hypoplasia, type 1C$
616083	$Mental retardation, autosomal dominant 30$
616084	$Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay$
616087	$Diabetes mellitus, noninsulin-dependent, 5$
616089	$[Blood group, Gerbich]$
616093	$[Blood group, ABO system]$
616094	$Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12$
616095	Monocarboxylate transporter 1 deficiency
616098	Immunodeficiency 37
616099	Palmoplantar keratoderma and woolly hair
616100	$Autoimmune lymphoproliferative syndrome, type V$
616106	$Psoriasis 15, pustular, susceptibility to$
616108	$Retinal dystrophy, juvenile cataracts, and short stature syndrome$
616111	$Mitochondrial complex III deficiency, nuclear type 9$
616113	Polyendocrine-polyneuropathy syndrome
616115	Familial cold autoinflammatory syndrome 4
616116	$Mental retardation, autosomal recessive 46$
616117	Cardiac conduction disease with or without dilated cardiomyopathy
616118	$Macular degeneration, early-onset$
616126	Immunodeficiency 38
616127	$Spinocerebellar ataxia, autosomal recessive 17$
616138	Perrault syndrome 5
616139	$Epileptic encephalopathy, early infantile, 27$
616140	$Leukodystrophy, hypomyelinating, 9$
616145	Catel-Manzke syndrome
616151	$Macular dystrophy, vitelliform, 4$
616152	$Macular dystrophy, vitelliform, 5$
616154	Peroxisomal fatty acyl-CoA reductase 1 disorder
616155	$Charcot-Marie-Tooth disease, axonal, type 2S$
616158	$Mental retardation, autosomal dominant 31$
616165	Nemaline myopathy 10
616166	$Aortic aneurysm, familial thoracic 9$
616170	Macular dystrophy with central cone involvement
616171	$Microcephaly and chorioretinopathy, autosomal recessive, 2$
616172	$Generalized epilepsy with febrile seizures plus, type 9$
616176	$Bleeding disorder, platelet-type, 19$
616185	Ovarian dysgenesis 4
616187	$Epilepsy, progressive myoclonic 7$
616188	Retinal dystrophy and obesity
616192	$Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus$
616193	$Mental retardation, autosomal recessive 47$
616198	Combined oxidative phosphorylation deficiency 23
616199	Polyglucosan body myopathy 2
616200	Ruijs-Aalfs syndrome
616201	Chronic atrial and intestinal dysrhythmia
616202	Cerebellofaciodental syndrome
616204	$Spinocerebellar ataxia, autosomal recessive 18$
616208	Amyotrophic lateral sclerosis 22 with or without frontotemoral dementia
616209	$Myopathy, isolated mitochondrial, autosomal dominant$
616211	$Epileptic encephalopathy, early infantile, 28$
616212	$Lissencephaly 6, with microcephaly$
616214	Hyperproinsulinemia
616216	Thrombocytopenia 5
616217	Nephronophthisis 19
616219	$Fibrosis of extraocular muscles, congenital, 5$
616220	Focal segmental glomerulosclerosis 9
616221	$Amelogenesis imperfecta, type IH$
616224	$Myasthenic syndrome, congenital, 22$
616227	$Myasthenic syndrome, congenital, 15, without tubular aggregates$
616228	$Myasthenic syndrome, congenital, 14, with tubular aggregates$
616230	$Epilepsy, progressive myoclonic, 8$
616231	$Myopathy, vacuolar, with CASQ1 aggregates$
616239	Combined oxidative phosphorylation deficiency 24
616247	Long QT syndrome 14
616248	Lethal congenital contracture syndrome 6
616249	Long QT syndrome 15
616255	Short stature with nonspecific skeletal abnormalities
616258	Meckel syndrome 12
616260	Tenorio syndrome
616263	$Infantile-onset multisystem neurologic, endocrine, and pancreatic disease$
616265	Peeling skin syndrome 3
616266	$Congenital contractures of the limbs and face, hypotonia, and developmental delay$
616267	Ataxia-oculomotor apraxia 4
616268	$Mental retardation, autosomal dominant 32$
616269	$Mental retardation, autosomal recessive 48$
616270	$Amelogenesis imperfecta, type IF$
616271	$3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia$
616276	$Coenzyme Q10 deficiency, primary, 7$
616277	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency
616278	$Bile acid synthesis defect, congenital, 5$
616279	Cataract 43
616280	$Charcot-Marie-Tooth disease, axonal, type 2U$
616281	$Mental retardation, autosomal recessive 49$
616282	$Spastic paraplegia 73, autosomal dominant$
616286	Lethal congenital contracture syndrome 7
616287	Lethal congenital contracture syndrome 8
616289	Optic atrophy 9
616291	Lichtenstein-Knorr syndrome
616294	Cole-Carpenter syndrome 2
616295	$Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads$
616298	Singleton-Merten syndrome 2
616299	Lipoyltransferase 1 deficiency
616300	Short-rib thoracic dysplasia 13 with or without polydactyly
616304	$Myasthenic syndrome, congenital, 17$
616307	Senior-Loken syndrome 8
616311	$Mental retardation, autosomal dominant 33$
616313	$Myasthenic syndrome, congenital, 2A, slow-channel$
616314	$Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency$
616321	$Myasthenic syndrome, congenital, 3A, slow-channel$
616322	$Myasthenic syndrome, congenital, 3B, fast-channel$
616323	$Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency$
616324	$Myasthenic syndrome, congenital, 4B, fast-channel$
616325	$Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency$
616326	$Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency$
616329	$Maturity-onset diabetes of the young, type 13$
616330	$Myasthenic syndrome, congenital, 18$
616331	$Robinow syndrome, autosomal dominant 2$
616335	$Microcephaly and chorioretinopathy, autosomal recessive, 3$
616339	$Epileptic encephalopathy, early infantile, 29$
616340	$Deafness, autosomal dominant 67$
616341	$Epileptic encephalopathy, early infantile, 30$
616342	Lissencephaly 7 with cerebellar hypoplasia
616345	Immunodeficiency 39
616346	$Epileptic encephalopathy, early infantile, 31$
616351	$Mental retardation, autosomal dominant 34$
616353	$Dyskeratosis congenita, autosomal recessive 6$
616354	$Spinocerebellar ataxia, autosomal recessive 20$
616355	$Mental retardation, autosomal dominant 35$
616357	$Deafness, autosomal dominant 40$
616362	$Mental retardation, autosomal dominant 36$
616364	White-Sutton syndrome
616366	$Epileptic encephalopathy, early infantile, 32$
616367	Mandibulofacial dysostosis with alopecia
616368	CHOPS syndrome
616370	Multiple mitochondrial dysfunctions syndrome 4
616371	$Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4$
616373	$Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3$
616389	$Night blindness, congenital stationary, type 1G$
616390	$Trichothiodystrophy 2, photosensitive$
616393	$Mental retardation, autosomal dominant 38$
616394	Retinitis pigmentosa 71
616395	$Trichothiodystrophy 3, photosensitive$
616398	$Dystonia 26, myoclonic$
616399	Brugada syndrome 9
616400	$Palmoplantar keratoderma, nonepidermolytic, focal 2$
616402	$Microcephaly 14, primary, autosomal recessive$
616409	$Epileptic encephalopathy, early infantile, 33$
616410	Spinocerebellar ataxia 41
616411	Dystonia 27
616413	$Basal ganglia calcification, idiopathic, 6$
616414	$Autoimmune interstitial lung, joint, and kidney disease$
616415	Familial adenomatous polyposis 3
616418	$Hypomagnesemia, seizures, and mental retardation$
616420	$Leukodystrophy, hypomyelinating, 10$
616421	Myoclonic-atonic epilepsy
616428	$Microphthalmia, isolated, with coloboma 10$
616430	Combined oxidative phosphorylation deficiency 25
616433	Immunodeficiency 40
616435	$Fanconi anemia, complementation group T$
616436	$Epilepsy, familial temporal lobe, 7$
616437	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3
616439	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4
616445	$Candidiasis, familial, 9$
616449	Basel-Vanagait-Smirin-Yosef syndrome
616451	$Spastic paraplegia 74, autosomal recessive$
616452	B-cell expansion with NFKB and T-cell anergy
616455	Zimmermann-Laband syndrome 2
616457	$Epileptic encephalopathy, early infantile, 50$
616459	Al-Raqad syndrome
616460	$Mental retardation, autosomal recessive 50$
616461	$Epilepsy, familial temporal lobe, 8$
616462	$Acrofacial dysostosis, Cincinnati type$
616468	Exudative vitreoretinopathy 6
616469	Retinitis pigmentosa 72
616470	Ullrich congenital muscular dystrophy 2
616471	Bethlem myopathy 2
616479	$Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2$
616481	$Ciliary dyskinesia, primary, 32$
616482	SADDAN
616483	Infantile liver failure syndrome 2
616486	$Microcephaly 15, primary, autosomal recessive$
616487	Epidermolysis bullosa simplex with nail dystrophy
616488	$Neuropathy, hereditary sensory and autonomic, type VIII$
616489	$Growth restriction, severe, with distinctive facies$
616490	Joubert syndrome 23
616491	$Charcot-Marie-Tooth disease, axonal, type 2V$
616494	$Leukodystrophy, hypomyelinating, 11$
616500	$Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3$
